15 30.161 4.03593e-30 0 -0.399577 0
15 26.327 4.03593e-30 0 -0.39983 0
15 61.898 8.42137e-30 0 0.365333 0
15 66.445 1.09965e-29 0 0.30122 0
15 33.34 1.19731e-29 0 0.252651 0
15 27.149 9.93176e-30 0 0.224219 0
15 31.215 8.83384e-30 0 0.202979 0
15 13.393 7.76902e-30 0 0.177673 0
15 26.894 5.98566e-30 0 0.161451 0
15 27.929 1.35985e-29 0 0.146893 0
15 27.545 1.40861e-29 0 0.130322 0
15 24.555 8.59418e-30 0 0.112608 0
15 25.983 5.67556e-30 0 0.098263 0
15 27.03 7.86772e-30 0 0.0866541 0
15 28.118 1.56083e-29 0 0.0768352 0
15 26.022 6.17892e-30 0 0.0679054 0
15 24.283 9.29354e-30 0 0.0606676 0
15 25.574 2.51475e-30 0 0.0542455 0
15 19.643 5.59069e-30 0 0.0485724 0
15 28.636 8.03285e-30 0 0.043708 0
15 27.624 8.8558e-30 0 0.0391099 0
15 26.413 1.46126e-29 0 0.034887 0
15 26.182 6.23887e-30 0 0.0314158 0
15 28.355 8.58769e-30 0 0.0284794 1
15 27.951 1.25188e-30 0 0.0254521 1
15 25.111 9.55044e-31 0 0.0229341 1
15 16.875 2.59615e-30 0 0.0188406 1
15 26.808 9.53977e-31 0 0.0147461 1
15 15.965 2.9401e-30 0 0.0110961 1
15 15.615 1.28965e-30 0 0.00868428 1
15 24.262 8.67198e-31 0 0.00604702 1
15 25.239 1.65815e-30 0 0.00567955 1
15 16.35 1.48053e-30 0 0.00642211 1
15 28.17 8.23248e-31 0 0.00718564 1
15 23.249 1.13491e-30 0 0.0136977 1
15 24.734 1.85129e-30 0 0.0230927 1
15 25.645 1.89175e-30 0 0.0333082 1
15 27.633 1.55283e-30 0 0.0437705 1
15 25.59 1.92244e-30 0 0.0582905 1
15 25.15 1.07822e-30 0 0.0776203 1
15 26.405 2.35649e-30 0 0.0984177 1
15 28.476 6.72761e-31 0 0.13122 1
15 22.737 8.07323e-31 0 0.180932 1
15 24.902 1.487e-30 0 0.207963 1
15 26.622 1.40051e-30 0 0.241072 1
15 26.988 1.39448e-30 0 0.287621 1
15 12.77 7.73498e-31 0 0.349606 1
15 24.644 6.02768e-31 0 0.427751 1
15 26.421 4.63614e-31 0 0.526253 1
15 27.835 1.44843e-30 0 0.608049 0
15 30.005 4.35831e-30 0 0.698388 0
15 25.26 1.06591e-29 0 0.780857 0
15 25.905 1.26663e-29 0 0.911539 0
15 19.164 1.79941e-29 0 1.06165 0
15 26.816 1.45857e-29 0 1.17978 0
15 26.806 7.43643e-30 0 1.26314 0
15 24.716 2.17045e-29 0 1.33572 1
15 25.42 1.80393e-30 0 1.41467 1
15 26.984 1.11336e-30 0 1.47222 1
15 27.529 1.664e-30 0 1.4696 1
15 21.811 1.66801e-30 0 1.45296 1
15 25.136 1.08407e-30 0 1.47724 1
15 22.819 1.86167e-30 0 1.49734 1
15 16.252 1.14471e-30 0 1.51904 1
15 25.379 1.71489e-30 0 1.53935 1
15 25.161 1.08407e-30 0 1.55564 0
15 25.881 9.19591e-30 0 1.57348 0
15 25.114 1.83398e-29 0 1.5947 0
15 26.873 8.82854e-30 0 1.62481 0
15 26.309 8.32179e-30 0 1.68652 0
15 24.53 5.93198e-30 0 1.72547 0
15 24.019 8.7267e-30 0 1.75368 0
15 26.05 5.81214e-30 0 1.76724 1
15 27.026 4.09426e-31 0 1.77423 1
15 24.284 1.18298e-30 0 1.77814 1
15 23.998 1.54825e-30 0 1.70611 1
15 16.64 1.51296e-30 0 1.60386 1
15 26.095 1.67688e-30 0 1.54404 1
15 27.902 1.23021e-30 0 1.49511 1
15 25.949 1.30318e-30 0 1.44625 1
15 25.684 3.21805e-30 0 1.38574 1
15 25.617 1.21419e-30 0 1.32797 0
15 21.077 1.37194e-29 0 1.26513 0
15 27.046 9.16768e-30 0 1.19185 0
15 22.89 1.31035e-29 0 1.12484 0
15 24.412 6.48723e-30 0 1.09021 0
15 25.384 2.58859e-30 0 1.02893 0
15 25.66 2.01298e-29 0 0.954444 0
15 15.385 7.19032e-30 0 0.876698 1
15 15.698 2.7861e-30 0 0.808617 1
15 25.073 2.05026e-30 0 0.729443 1
15 25.661 1.60663e-30 0 0.578565 1
15 25.99 2.21878e-30 0 0.403225 1
15 29.445 5.5686e-31 0 0.296943 1
15 23.591 1.09388e-30 0 0.201954 1
15 24.887 7.55121e-31 0 0.121045 1
15 25.954 5.1372e-31 0 0.021616 1
15 26.193 9.3583e-31 0 -0.0648441 1
15 27.595 2.67484e-30 0 -0.127714 1
15 13.319 1.65497e-30 0 -0.170313 1
15 23.959 1.86232e-30 0 -0.203003 1
15 25.711 1.37999e-30 0 -0.201277 1
15 26.901 1.94506e-30 0 -0.17875 1
15 27.914 1.36684e-30 0 -0.137426 1
15 22.546 2.61548e-30 0 -0.0915112 1
15 24.886 3.96515e-30 0 -0.0466613 1
15 25.719 2.0061e-30 0 0.0275053 1
15 19.52 2.0061e-30 0 0.091437 1
15 29.277 2.0061e-30 0 0.125225 1
15 23.798 2.0061e-30 0 0.150948 1
15 26.434 2.0061e-30 0 0.150948 1
15 26.816 2.0061e-30 0 0.150948 1
15 28.693 2.0061e-30 0 0.150948 1
